"District
Number",Zip Codes,District,Region,County,"School
Type","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score"
57916,,RICHARDSON ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,2,50.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
57919,,SUNNYVALE ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,640,16.40%,1.70%,A,92,A,95,B,82,Not Rated: Senate Bill 1365,66,B,82,B,86
57922,,COPPELL ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,"3,838",8.90%,4.90%,A,95,A,95,B,84,B,84,B,81,A,96
57922,,COPPELL ISD,REGION 10: RICHARDSON,DALLAS,High School,No,No,380,9.20%,5.30%,A,93,A,94,C,78,C,78,C,73,B,89
59901,,HEREFORD ISD,REGION 16: AMARILLO,DEAF SMITH,High School,No,No,"1,154",72.30%,12.00%,C,71,C,71,C,73,Not Rated: Senate Bill 1365,60,C,73,Not Rated: Senate Bill 1365,67
60902,,COOPER ISD,REGION 08: MT PLEASANT,DELTA,High School,No,No,235,57.40%,1.70%,B,89,B,88,A,91,A,91,B,88,B,84
61901,,DENTON ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,210",61.90%,20.50%,B,81,B,83,B,82,Not Rated: Senate Bill 1365,68,B,82,C,77
61901,,DENTON ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"1,916",54.90%,18.50%,B,81,B,83,B,81,Not Rated: Senate Bill 1365,57,B,81,C,76
61901,,DENTON ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,6,50.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
61901,,DENTON ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,614",24.40%,8.50%,A,92,A,93,B,81,B,81,B,81,B,89
61901,,DENTON ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,696",43.60%,5.50%,B,82,B,83,C,78,C,73,C,78,C,79
61901,,DENTON ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,198,38.40%,11.60%,B,86,B,86,B,82,Not Rated,        .,B,82,Not Rated,        .
61901,,DENTON ISD,REGION 11: FORT WORTH,DENTON,High School,Yes,No,56,62.50%,7.10%,A,100,A,96,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
61902,,LEWISVILLE ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"4,286",59.50%,30.70%,C,77,C,77,C,78,C,75,C,78,C,74
61902,,LEWISVILLE ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"3,027",9.30%,3.30%,A,95,A,94,B,80,B,80,C,79,A,98
61902,,LEWISVILLE ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,023",40.70%,11.70%,B,84,B,87,B,81,C,73,B,81,C,76
61902,,LEWISVILLE ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,25,64.00%,36.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
61902,,LEWISVILLE ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"3,655",23.00%,8.30%,A,91,A,93,B,82,B,82,B,82,B,86
61902,,LEWISVILLE ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"3,602",5.80%,2.00%,A,97,A,95,B,84,B,84,B,81,A,100
61903,,PILOT POINT ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,447,35.30%,18.30%,B,86,B,87,B,80,B,80,C,77,B,82
61905,,KRUM ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,667,26.10%,9.10%,B,82,B,84,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,68,C,76
61905,,KRUM ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,1,0.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
61906,,PONDER ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,483,30.00%,7.20%,B,86,B,86,C,79,C,79,C,71,B,87
61907,,AUBREY ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,840,27.30%,3.30%,B,87,B,88,B,82,B,82,B,80,B,84
61908,,SANGER ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,779,41.80%,4.10%,B,88,B,89,B,83,B,82,B,83,B,84
61908,,SANGER ISD,REGION 11: FORT WORTH,DENTON,High School,Yes,No,19,68.40%,0.00%,C,78,C,78,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
61910,,ARGYLE ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"1,342",4.20%,1.10%,A,97,A,95,B,84,B,84,C,75,A,100
61911,,NORTHWEST ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,171",29.80%,6.90%,B,83,B,86,B,80,C,70,B,80,C,77
61911,,NORTHWEST ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,2,50.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
61911,,NORTHWEST ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,733",15.10%,3.50%,A,92,A,94,B,82,B,80,B,82,B,88
61911,,NORTHWEST ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,1,0.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
61911,,NORTHWEST ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,236,23.70%,2.50%,A,94,A,96,A,90,B,87,A,90,A,90
61911,,NORTHWEST ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,985",23.40%,3.80%,B,86,B,89,C,78,C,70,C,78,C,78
61912,,LAKE DALLAS ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"1,317",35.30%,7.70%,B,82,B,84,C,73,Not Rated: Senate Bill 1365,54,C,73,C,76
61914,,LITTLE ELM ISD,REGION 11: FORT WORTH,DENTON,High School,No,No,"2,497",44.40%,11.70%,C,79,B,81,C,73,Not Rated: Senate Bill 1365,60,C,73,C,75
62901,,CUERO ISD,REGION 03: VICTORIA,DEWITT,High School,No,No,630,53.70%,1.90%,B,87,A,90,B,89,Not Rated: Senate Bill 1365,56,B,89,B,81
62903,,YOAKUM ISD,REGION 03: VICTORIA,DEWITT,High School,No,No,469,63.30%,10.40%,B,83,B,84,B,82,B,82,B,82,B,82
62904,,YORKTOWN ISD,REGION 03: VICTORIA,DEWITT,High School,No,No,153,62.10%,2.00%,B,84,B,81,B,88,B,88,C,79,C,76
64903,,CARRIZO SPRINGS CISD,REGION 20: SAN ANTONIO,DIMMIT,High School,No,No,599,72.80%,5.30%,C,79,C,78,B,82,Not Rated: Senate Bill 1365,68,B,82,C,73
65901,,CLARENDON ISD,REGION 16: AMARILLO,DONLEY,High School,No,No,143,29.40%,0.00%,B,80,B,82,B,82,B,82,Not Rated: Senate Bill 1365,62,C,76
66901,,BENAVIDES ISD,REGION 02: CORPUS CHRISTI,DUVAL,High School,No,No,116,91.40%,2.60%,C,71,C,71,C,70,C,70,Not Rated: Senate Bill 1365,68,C,70
66902,,SAN DIEGO ISD,REGION 02: CORPUS CHRISTI,DUVAL,High School,No,No,419,84.00%,0.70%,B,86,B,84,A,91,C,75,A,91,C,74
66903,,FREER ISD,REGION 02: CORPUS CHRISTI,DUVAL,High School,No,No,225,80.40%,3.10%,B,86,B,85,A,92,Not Rated: Senate Bill 1365,69,A,92,C,73
67902,,CISCO ISD,REGION 14: ABILENE,EASTLAND,High School,No,No,217,47.50%,0.90%,A,96,A,94,A,90,B,89,A,90,A,100
67902,,CISCO ISD,REGION 14: ABILENE,EASTLAND,High School,Yes,No,8,87.50%,0.00%,A,99,A,94,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
67903,,EASTLAND ISD,REGION 14: ABILENE,EASTLAND,High School,No,No,332,40.40%,4.20%,B,87,B,87,B,83,B,83,C,79,B,86
67904,,GORMAN ISD,REGION 14: ABILENE,EASTLAND,High School,No,No,80,65.00%,6.30%,B,88,B,87,B,88,Not Rated: Senate Bill 1365,63,B,88,Not Rated,        .
67907,,RANGER ISD,REGION 14: ABILENE,EASTLAND,High School,No,No,108,72.20%,4.60%,C,75,C,74,C,76,Not Rated: Senate Bill 1365,60,C,76,C,74
67908,,RISING STAR ISD,REGION 14: ABILENE,EASTLAND,High School,No,No,72,52.80%,2.80%,B,83,B,83,B,84,Not Rated: Senate Bill 1365,66,B,84,C,79
68901,,ECTOR COUNTY ISD,REGION 18: MIDLAND,ECTOR,High School,No,No,"3,891",65.40%,24.70%,C,75,Not Rated: Senate Bill 1365,67,C,76,Not Rated: Senate Bill 1365,60,C,76,C,71
68901,,ECTOR COUNTY ISD,REGION 18: MIDLAND,ECTOR,High School,No,No,"3,721",43.80%,11.60%,C,75,C,73,C,76,Not Rated: Senate Bill 1365,57,C,76,C,71
68901,,ECTOR COUNTY ISD,REGION 18: MIDLAND,ECTOR,High School,No,No,440,36.60%,10.20%,A,96,A,94,B,88,B,85,B,88,A,100
68901,,ECTOR COUNTY ISD,REGION 18: MIDLAND,ECTOR,High School,No,No,348,45.40%,13.80%,A,93,A,95,A,93,B,82,A,93,B,88
68901,,ECTOR COUNTY ISD,REGION 18: MIDLAND,ECTOR,High School,No,No,372,33.60%,7.30%,A,92,A,94,A,93,B,83,A,93,B,86
69902,,NUECES CANYON CISD,REGION 15: SAN ANGELO,EDWARDS,High School,No,No,127,67.70%,1.60%,A,93,A,96,A,95,B,85,A,95,B,85
70903,,ENNIS ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,"1,699",100.00%,5.60%,C,79,B,81,B,82,Not Rated: Senate Bill 1365,69,B,82,C,72
70905,,FERRIS ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,793,77.70%,27.90%,B,83,B,83,B,85,B,85,B,85,C,77
70907,,ITALY ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,310,60.30%,8.70%,C,72,C,74,C,71,Not Rated: Senate Bill 1365,69,C,71,Not Rated: Senate Bill 1365,66
70908,,MIDLOTHIAN ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,"2,112",29.10%,3.00%,B,81,B,82,C,79,C,79,C,71,B,80
70908,,MIDLOTHIAN ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,"1,153",16.00%,0.60%,B,88,A,92,C,73,Not Rated: Senate Bill 1365,58,C,73,C,79
70908,,MIDLOTHIAN ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,1,100.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
70910,,PALMER ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,341,46.00%,10.60%,B,89,A,92,B,87,B,82,B,87,B,81
70911,,RED OAK ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,"2,019",46.00%,9.40%,B,83,B,85,B,81,C,78,B,81,C,77
70912,,WAXAHACHIE ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,"2,795",41.90%,6.50%,B,83,B,85,B,82,Not Rated: Senate Bill 1365,63,B,82,C,78
70912,,WAXAHACHIE ISD,REGION 10: RICHARDSON,ELLIS,High School,Yes,No,29,62.10%,13.80%,A,92,A,92,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
70912,,WAXAHACHIE ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,391,36.80%,5.60%,A,94,A,97,A,94,B,83,A,94,B,88
70912,,WAXAHACHIE ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,5,60.00%,20.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
70915,,MAYPEARL ISD,REGION 10: RICHARDSON,ELLIS,High School,No,No,372,37.10%,8.90%,B,81,B,83,C,79,Not Rated: Senate Bill 1365,63,C,79,C,75
71803,,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,REGION 19: EL PASO,EL PASO,High School,Yes,Yes,69,100.00%,40.60%,A,91,B,85,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
71803,,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,REGION 19: EL PASO,EL PASO,High School,Yes,Yes,129,88.40%,16.30%,A,100,A,94,A,97,A,97,Not Rated,        .,A,94
71804,,EL PASO ACADEMY,REGION 19: EL PASO,EL PASO,High School,Yes,Yes,135,72.60%,16.30%,A,99,B,89,A,92,A,92,Not Rated,        .,A,94
71804,,EL PASO ACADEMY,REGION 19: EL PASO,EL PASO,High School,Yes,Yes,137,70.10%,15.30%,A,93,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,B,88
71901,,CLINT ISD,REGION 19: EL PASO,EL PASO,High School,No,No,733,76.40%,29.30%,B,88,B,89,A,93,B,86,A,93,C,77
71901,,CLINT ISD,REGION 19: EL PASO,EL PASO,High School,No,No,812,81.80%,30.90%,B,86,B,86,A,92,B,86,A,92,C,73
71901,,CLINT ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,640",85.80%,32.70%,C,77,C,74,C,79,C,79,C,79,C,72
71901,,CLINT ISD,REGION 19: EL PASO,EL PASO,High School,No,No,327,82.90%,11.90%,A,98,A,97,A,96,A,93,A,96,A,100
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,490",81.90%,17.70%,B,86,C,79,A,91,C,79,A,91,C,73
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,262",85.70%,42.90%,B,82,C,74,B,87,C,76,B,87,C,71
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,242",91.90%,76.00%,B,81,C,70,B,86,Not Rated: Senate Bill 1365,68,B,86,C,70
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,519",78.20%,28.40%,B,86,B,86,A,91,C,78,A,91,C,74
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,508",53.50%,26.40%,B,86,B,87,B,87,C,79,B,87,B,83
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,586",67.80%,34.70%,B,88,B,88,A,92,B,84,A,92,C,78
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,092",90.20%,31.00%,B,83,C,73,B,87,C,73,B,87,C,72
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,168",96.20%,66.30%,C,79,C,71,B,83,B,83,B,82,C,71
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"3,107",52.50%,17.30%,B,85,B,87,B,86,B,83,B,86,C,79
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,585,64.30%,10.90%,A,97,A,96,A,94,A,92,A,94,A,100
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,687",67.10%,15.80%,B,82,B,81,B,85,C,76,B,85,C,76
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,378,64.00%,6.30%,A,99,A,98,A,96,A,95,A,96,A,100
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,Yes,No,164,90.20%,29.30%,A,93,B,85,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,90
71902,,EL PASO ISD,REGION 19: EL PASO,EL PASO,High School,Yes,No,37,59.50%,45.90%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
71903,,FABENS ISD,REGION 19: EL PASO,EL PASO,High School,No,No,633,86.30%,39.50%,B,81,C,75,B,85,B,84,B,85,C,71
71904,,SAN ELIZARIO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,033",90.20%,45.10%,C,78,C,72,B,81,B,80,B,81,C,71
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,898",84.30%,25.90%,B,87,B,85,A,91,B,87,A,91,C,78
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,398",54.20%,12.60%,B,88,B,88,B,89,B,89,B,85,B,85
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,729",77.60%,16.70%,B,87,B,85,A,91,B,81,A,91,C,77
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,480",88.80%,39.90%,B,86,B,86,A,92,B,81,A,92,C,72
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,064",88.40%,39.40%,B,88,B,81,A,92,B,88,A,92,C,77
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,495",64.00%,15.70%,A,91,B,84,A,92,A,92,A,91,B,88
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,025",85.00%,34.70%,A,90,B,87,A,92,A,91,A,92,B,86
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,Yes,No,69,94.20%,11.60%,A,95,B,89,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,95,93.70%,40.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,No,No,378,62.40%,7.70%,A,98,A,97,A,96,A,90,A,96,A,100
71905,,YSLETA ISD,REGION 19: EL PASO,EL PASO,High School,Yes,No,61,88.50%,36.10%,A,97,A,90,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
71906,,ANTHONY ISD,REGION 19: EL PASO,EL PASO,High School,No,No,232,66.40%,21.10%,B,87,B,88,A,92,A,92,A,90,C,76
71907,,CANUTILLO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"1,548",61.60%,26.00%,B,80,C,79,B,82,B,82,B,80,C,76
71907,,CANUTILLO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,367,53.40%,15.50%,A,98,A,97,A,95,A,92,A,95,A,100
71908,,TORNILLO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,315,93.00%,40.00%,C,79,C,76,B,83,Not Rated: Senate Bill 1365,57,B,83,C,70
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,456",80.00%,31.50%,C,79,C,79,B,82,B,82,B,82,C,73
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,567",67.20%,17.10%,B,84,B,86,B,88,B,88,B,87,C,74
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,449",56.20%,20.50%,B,83,B,86,B,85,B,83,B,85,C,75
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,259",69.50%,18.90%,B,84,B,80,B,88,B,88,B,81,C,75
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,454,69.40%,6.60%,A,91,A,96,A,95,A,90,A,95,B,80
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,671",57.80%,22.80%,B,82,B,85,B,86,B,86,B,84,C,74
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,Yes,No,70,71.40%,22.90%,A,100,A,93,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
71909,,SOCORRO ISD,REGION 19: EL PASO,EL PASO,High School,No,No,"2,742",54.70%,10.80%,B,87,B,85,A,91,A,91,B,85,C,78
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,90,81.10%,3.30%,A,98,A,94,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,158,71.50%,0.60%,A,97,A,92,A,92,A,92,Not Rated,        .,A,93
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,130,94.60%,25.40%,A,100,A,94,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,125,98.40%,59.20%,A,100,A,93,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,68,92.60%,27.90%,A,97,A,96,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,162,86.40%,14.80%,A,93,B,88,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,109,89.00%,52.30%,A,100,A,96,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,92
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,195,68.70%,0.00%,A,99,A,95,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,93
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,153,43.80%,4.60%,A,100,A,93,C,76,C,76,Not Rated,        .,A,91
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,119,69.70%,16.00%,A,94,A,92,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,69,91.30%,27.50%,A,100,A,96,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,117,100.00%,33.30%,A,100,A,94,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,93
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,125,68.80%,4.00%,A,96,B,89,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,103,82.50%,4.90%,A,94,A,91,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,149,82.60%,8.70%,A,100,A,93,A,92,A,92,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,108,75.00%,14.80%,A,98,A,96,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,95,87.40%,15.80%,A,100,A,97,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,100,96.00%,33.00%,A,100,A,94,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,189,77.20%,11.10%,A,100,A,93,B,86,B,86,Not Rated,        .,A,95
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,99,78.80%,5.10%,B,88,B,88,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,104,40.40%,2.90%,A,97,A,93,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,160,63.80%,0.00%,A,97,A,92,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,92
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,71,50.70%,4.20%,A,95,A,93,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,34,85.30%,23.50%,A,93,A,91,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,268,46.30%,4.50%,A,98,A,92,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,95
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,124,85.50%,17.70%,A,100,A,94,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,89,46.10%,10.10%,A,100,A,95,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,"2,470",33.70%,5.30%,A,92,B,88,C,74,C,74,Not Rated,        .,A,90
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,130,97.70%,16.90%,A,99,A,93,Not Rated,        .,Not Rated,        .,Not Rated,        .,A,91
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,101,69.30%,11.90%,A,93,A,90,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,155,77.40%,1.30%,B,88,B,88,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,116,81.00%,6.90%,A,100,A,92,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,133,72.90%,2.30%,Not Rated: Senate Bill 1365,68,B,83,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,68,Not Rated,        .,Not Rated: Senate Bill 1365,30
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,135,83.70%,20.00%,B,83,B,83,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,97,74.20%,7.20%,B,82,B,81,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
72801,,PREMIER HIGH SCHOOLS,REGION 11: FORT WORTH,ERATH,High School,Yes,Yes,60,55.00%,0.00%,A,91,A,91,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
